fulllabel,labelhash,etherscan_url,last_owner,last_remmaining_cost,last_cost,total_cost,premium,total_gas_spent,transactions,total+premium+gas
ဝဝဝဝဝ,0x3f03627d508c0f018486da5c1d3b6efafdd68a6f1a0cdbf0c57e0fa22e54aca3,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=28501689751558036596177444622057009663706398730397710683121097831419198352547,0x27145fb723e142b2590576fb7a0bda74a487830e,0.0009478225577,0.003680374825,0.003680374825,0,0.002140562729,4,0.005820937554
đảongược,0x6bc4364ef977617e120ee2a62c7605d2e41daa7b809448cd7835896448069511,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=48744151646556504663137378508523041248382701686359894025563540690054154720529,0xc0a568b7f2c4e19494691d6782f60f0d9328c8be,0.0007537769639,0.003091332493,0.003091332493,0,0.00272755275,2,0.005818885243
👩‍❤‍👨🏾,0x9a2def6106a3502401bc519c7c9cae9f42e6949aeb21cea1df04329d787ba4dd,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=69737338932928817604464368791384317083137227115490635659602575436688595330269,0xb00c5c0cef3420ccd0d28eb185f4698848840100,0.0003034550433,0.003356396691,0.003356396691,0,0.002462189462,3,0.005818586153
🧑‍🤝‍🧑🏻,0x915d00154bf1b4abcca123e8a41db4ba8c31bc2196034d2c8c8bc5b011cd7e2c,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=65749680395754749918916940235735452233216082854178694541701987648852210843180,0xb00c5c0cef3420ccd0d28eb185f4698848840100,0.0003040006818,0.003362431784,0.003362431784,0,0.002456049976,3,0.00581848176
╔══╦══╬══╝,0x7b321abe12f604bcac43107cc20397320942e3e36dfbda26288b3d0c55771105,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=55723007298772395692058508911812426627532790908581430689342116840327150506245,0x125a6bb36dae0f055ba3fce2c5ea41b4a6a8f435,0.0004003777436,0.002810343777,0.002810343777,0,0.00300659138,3,0.005816935157
9–1–1,0xf101a8063c5f04741a414f987fe5a6786df58933d8c7f7a2aaf3e7f317accd4d,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=109010323017135744189810395584937632578514590332465811521710656644395771415885,0xa8fefe1c78a64a5af7df21cf814db34b8db24a78,0.0006652110087,0.002823279281,0.002823279281,0,0.002991466436,3,0.005814745718
❛❜❻❾❛❜,0xddd2881c12b23ead91ed592a9a2b2c2fdfe07fb776117e333ab85a6bc48c0fa7,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=100333116814855949659120427669516798529239510916716632078855479213993413578663,0x67d43485667764bb165d929eb11ef1c0f3d28719,0.001120432162,0.003684303955,0.003684303955,0,0.002127124614,4,0.005811428569
suᴉɐɯopsuǝ,0xf1f6791ffa496a8f9aef4925d4d1e61a2d08206b53130f43a315e172f4dd44f8,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=109442876859927265095104363361836434036941208843094041776632277221404980364536,0xd61ee0599d74d63e0acc242541764fd341d730d6,0.0006358360474,0.003315430818,0.003315430818,0,0.002495842133,3,0.005811272952
···69,0x0f33617b40dfd4f6d1a538d6346c51e1286a96443e3439f5961837d571a24e11,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=6875474721353837936655903701399786742334744171841432188626943107988671581713,0x89eccd042a205975b8bd4a9f7a0a4016766f9c7a,0.0006881026587,0.003179208486,0.003179208486,0,0.002631189478,3,0.005810397964
۱۰۱۰۱۰۱۰,0x3e78f318391630220f1fbb9736a5e260d3a2b563b8f12c7275c53a4b8795ea3b,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=28257096037348840564303243385180555576366955207435946920024216904132856244795,0xf094bbc5f8a6df8623c07a28e024c4867e344c13,0.001151787215,0.003753592263,0.003753592263,0,0.002055733342,3,0.005809325605
⎽2222,0xa85454406fa324e7701f27d1b555a6bb85e890d2e0b197833780e6cd75f100bf,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=76137555199316632623852544465318660772257540790527746019204762494899745521855,0x8acf39fcad6044a0b0b4d83e3be993ec6beec113,0.0006692292824,0.003172320624,0.003172320624,0,0.002635616999,3,0.005807937624
٥۷۸۷٥,0x0505e9e5ce73c5abe64d08f7fdc2e7f6174c1c454714ac4edac5b9fe1782702c,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=2272012780708770827945365551778644196128167795022838869881650336915442004012,0x424a1088e10e7a1a190005f232bc46f67c63f10c,0.0006630729522,0.003226955034,0.003226955034,0,0.002580946442,3,0.005807901477
☰0690,0x79361a90fc6d4f6ec7d790834d1f7bc5a798520ab087a7efdadca89035747275,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=54825447774294267514470539228686813960891958421929716475975438569032652190325,0x8dca5bacc1a0a83d95d7597d79d3bfbf3c1e6e3b,0.0005501575981,0.003089346512,0.003089346512,0,0.002717968054,3,0.005807314566
nutriție,0x6e9f2bcbff3220c0d946e7b4ae4f2a57d0997604e18564fff84132d0c0050b99,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=50035644302296407070289302978176312341579328024382147430703879544776790707097,0x72fddd31d88b262706d0e76f9c4efd898fcd418f,0.0004896679949,0.002882722873,0.002882722873,0,0.002924272473,4,0.005806995346
googĺe,0x06d87b1499ba0ca74db347bc4b9c0e6efc3da5382fb4d9c989d1bd6034a0856c,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=3096365527680634848431000292471548052168116580229956347536534239931877328236,0x66298837aa0079c0d1a4ff7549f2aac8a79c383e,0.0008702477139,0.003490554017,0.003490554017,0,0.002315229705,3,0.005805783723
基利安·姆巴佩,0x247e64c2a93f0276f02ac9264dd7d241925ddcc23f7dec36ad985ac2c8d490c4,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=16506580701847696839796976670377972176255055435408737142878665394244350677188,0x198e0c48d04ddb50e3d9989e24a0373244098036,0.0007354200707,0.003313929948,0.003313929948,0,0.002491738826,3,0.005805668774
👨‍👨‍👦🏻,0x6a145440a2113470bb86cc98246616747e029a27162f2c229d33446e667d814a,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=47981080380319190872249831366143593317261836568926850165543213212141338067274,0x899cd70ad8f1b9bdfc9a179e7f6dcab6f9caab41,0.001002544455,0.003772461094,0.003772461094,0,0.002032581039,2,0.005805042133
👩‍👩‍👧🏼,0xc7adefcbf1b5bc920b999d9af7c7818ffca5264f01865b2d8cb04b057434c810,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=90317576425977752546069166864725419192852908346329567085088015787512722409488,0x899cd70ad8f1b9bdfc9a179e7f6dcab6f9caab41,0.001002544455,0.003772461094,0.003772461094,0,0.002032581039,2,0.005805042133
👩‍👩‍👦🏽,0xcada30fe5cc880e3fd0785118cddb009dbf7fbe95f434bdd5e82ec52b868ef9a,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=91752706215363810819134286692212714804966209339583966189016382306670996942746,0x899cd70ad8f1b9bdfc9a179e7f6dcab6f9caab41,0.001002544455,0.003772461094,0.003772461094,0,0.002032581039,2,0.005805042133
👨‍👩‍👦🏼,0x0b33c8b7ae21142b3227d4872b651a9cfbe3cd52ca6583bad8b521f351fabd33,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=5066935835997172647072804953325357961418621217243794749658669000027046329651,0x899cd70ad8f1b9bdfc9a179e7f6dcab6f9caab41,0.001002544455,0.003772461094,0.003772461094,0,0.002032581039,2,0.005805042133
👨‍👩‍👧🏼,0x448a183c1c5fc6fb1c9c7eaf93dfae1f2be18e5e95d644df4dadf654f226a120,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=31001265861098799099380650028006333254064953467609192527990102765394360443168,0x899cd70ad8f1b9bdfc9a179e7f6dcab6f9caab41,0.001002544455,0.003772461094,0.003772461094,0,0.002032581039,2,0.005805042133
👩‍👩‍👦🏻,0xb7262b7901c4ba879cee9ac54a252e4713f49df931c44c194273d576c7a0804a,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=82840691516632028153022986848951352265866977959667807336510840334490745733194,0x899cd70ad8f1b9bdfc9a179e7f6dcab6f9caab41,0.001002544455,0.003772461094,0.003772461094,0,0.002032581039,2,0.005805042133
👨‍👨‍👧🏾,0x9b6ad7ce4a25a5ada220f6e25bd5006d146565f1083479fe612429e7dfb4eee5,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=70297266756294969076366912268657224180393478030350838925223650201294672817893,0x899cd70ad8f1b9bdfc9a179e7f6dcab6f9caab41,0.001002544455,0.003772461094,0.003772461094,0,0.002032581039,2,0.005805042133
👩‍👩‍👦🏿,0x69ebc4ef4fca35c729f9f7a83f4cea5ca745c6ea860cef24f4fd1513b17f86eb,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=47909417355579970936005948789136210466071247857382182095397738117491310167787,0x899cd70ad8f1b9bdfc9a179e7f6dcab6f9caab41,0.001002544455,0.003772461094,0.003772461094,0,0.002032581039,2,0.005805042133
👨‍👨‍👦🏾,0x0fd0976a4bfdfe794bbac313ed816f848caff0180ad015f9d811766f7bf86704,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=7153241947678520821294699112662467745920977152541460793040040436168486577924,0x899cd70ad8f1b9bdfc9a179e7f6dcab6f9caab41,0.001002544455,0.003772461094,0.003772461094,0,0.002032581039,2,0.005805042133
👨‍👩‍👧🏽,0x05e1a4b98ef484d05f8e0a356fbf910dbffbcdfbf61c7d7006cb7604801d2107,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=2660241721537410110086079218382164593010458180629747946841795870355357507847,0x899cd70ad8f1b9bdfc9a179e7f6dcab6f9caab41,0.001002544455,0.003772461094,0.003772461094,0,0.002032581039,2,0.005805042133
👨‍👩‍👧🏾,0x2eba76440e0275e6e353f4c1a89f5ebb255f1ea12add02397833cf6bfd13a399,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=21135840829699712299942931899340214751242396544325553332959394893225614615449,0x899cd70ad8f1b9bdfc9a179e7f6dcab6f9caab41,0.001002544455,0.003772461094,0.003772461094,0,0.002032581039,2,0.005805042133
👨‍👩‍👦🏿,0xa87d763d8ab5094e88c1e15d50a6357a5113221b67212c1613c47a4e2508f02a,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=76210230510319289557521606247478010288961372921062726380134646372714012012586,0x899cd70ad8f1b9bdfc9a179e7f6dcab6f9caab41,0.001002544455,0.003772461094,0.003772461094,0,0.002032581039,2,0.005805042133
👨‍👩‍👦🏽,0xc9eac25152aab16672b8ce01621429206dce6a329d377f638c5339c2049a2036,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=91329665909647470336356257581839152785938397833001962174003018083777593876534,0x899cd70ad8f1b9bdfc9a179e7f6dcab6f9caab41,0.001002544455,0.003772461094,0.003772461094,0,0.002032581039,2,0.005805042133
👨‍👨‍👦🏿,0x79a9b928685cc0086e813ca3f839d0bd831209ce79440f4c60a670c5cbefd04a,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=55029729744985436408577285227461942188370401626397145890440648083419276759114,0x899cd70ad8f1b9bdfc9a179e7f6dcab6f9caab41,0.001002544455,0.003772461094,0.003772461094,0,0.002032581039,2,0.005805042133
👩‍👩‍👦🏼,0x526af7963fe8daab53aeda9aed8cf24fd350f142430c24b974d7dba938d1937c,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=37278648154764474954773555936028262328048371535080494219826993478139806585724,0x899cd70ad8f1b9bdfc9a179e7f6dcab6f9caab41,0.001002544455,0.003772461094,0.003772461094,0,0.002032581039,2,0.005805042133
👩‍👩‍👧🏾,0x9e8e8392a859fcae2e8e07daee1bb20b37b06c8f0ab133e9941721139dd6e520,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=71717230442007746424097989507057417181546083050049929648032848593346272617760,0x899cd70ad8f1b9bdfc9a179e7f6dcab6f9caab41,0.001002544455,0.003772461094,0.003772461094,0,0.002032581039,2,0.005805042133
👩‍👩‍👧🏽,0x75c0690fa50c210367fda7a1cea4afe75d3da03208c57573466b902022600ce9,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=53260563025826747936736710563573790017246100072210388504030105682566138825961,0x899cd70ad8f1b9bdfc9a179e7f6dcab6f9caab41,0.001002544455,0.003772461094,0.003772461094,0,0.002032581039,2,0.005805042133
👨‍👨‍👦🏽,0x6e4f5a5113c8e3fff74e5ca306a2e1c9f81adf0beed63283e2540cdf126de048,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=49894617605287261424274994736112366351089366084756040209762494986239702065224,0x899cd70ad8f1b9bdfc9a179e7f6dcab6f9caab41,0.001002544455,0.003772461094,0.003772461094,0,0.002032581039,2,0.005805042133
👨‍👨‍👧🏻,0xe9badd6351b7385f829ac5b940657d420f5c1e1a03a52c547b495e39a41286c7,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=105719055237532876785505521048459794790419213337689681468082472495352714004167,0x899cd70ad8f1b9bdfc9a179e7f6dcab6f9caab41,0.001002544455,0.003772461094,0.003772461094,0,0.002032581039,2,0.005805042133
👨‍👩‍👦🏻,0xfe73364b6af1eccc9a78a557962e040cf66716ca242ad6d54d89077ef1b15884,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=115091025680160528659609410163429937662929426791846951929798696279923464689796,0x899cd70ad8f1b9bdfc9a179e7f6dcab6f9caab41,0.001002544455,0.003772461094,0.003772461094,0,0.002032581039,2,0.005805042133
👨‍👨‍👧🏼,0x987cd18b60ada83f270d908aa5e6c0f587e308ccc10347e31723d64445eea96c,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=68972088243289495085676159935299374582027204247494802406393330680335734581612,0x608cfe93c8db0fc29e659173a1f49ed7efb30cd5,0.001002544455,0.003772461094,0.003772461094,0,0.002032581039,3,0.005805042133
cᴏmfy,0xc5d250fbb86389502f74a83b32d92cd708683ebaa7de67f42b1bd9dcf1e09cc4,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=89477227980579704477322969971258845171298684605262906915025365393365220236484,0x4b25613364e42daeb7b7b963fd409d85c987034e,0.00111182006,0.003828436999,0.003828436999,0,0.001976572227,3,0.005805009227
d☰g☰n,0xdb4c9104ce0615e8cfd06526a60c8a7d4601cc6cbb99cfd3a21f59975f534e87,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=99191795099415403110798938745766055384505721814239560820132182499043157692039,0x9bcd78ae10965c28ed1d60f1963ad55f245bd353,0.0004106178077,0.002584060342,0.002584060342,0,0.003220083656,3,0.005804143997
þórfinnr,0x16ecdb3e4850d2dad0874057d149fdf9e0d8d8285038e98eb69b0a320dc5fc76,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=10369371737701933664597019145311719304883909584084422231566337574991514958966,0x36f0e4642f454ffc335fbe36d770af9544f36ec4,0.001121961344,0.003689332348,0.003689332348,0,0.00211392962,3,0.005803261968
“2008”,0x3d1a5534e390159398f3e4f61ed08e1a8ad08e5505cacef45ac8ae0080738b92,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=27637609861585354618106459718182272897797928328363040954414555812920575626130,0x9bac5f84ee9f8e4316ecfaa482cea8d0ba83cf90,0.0008417735244,0.003413859293,0.003413859293,0,0.002388418649,3,0.005802277942
۰۰۲۲۲,0x1027c49ca179de3750b16f7f455c2b724317677e5625fbad186895081061c159,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=7307269577899682787790764069290307323004971022309070709634844697387348377945,0x424a1088e10e7a1a190005f232bc46f67c63f10c,0.0006534180699,0.003138126257,0.003138126257,0,0.00266398396,3,0.005802110216
👯🏽‍♀️,0x3bf93b304bae3a68ab01acbe4668c379784f4b51f3f6063d5eb0893c4ba3eea4,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=27126811490624530461390012502054748344782401977783325959723878917839696162468,0x826451b99e4a3795dc12598ae8f7e97d2dc358fa,0.0003999711591,0.002919789462,0.002919789462,0,0.00288121163,2,0.005801001092
👩‍❤‍💋‍👩🏼,0x49c56b7a4da0699b8e430d82b9f67328cba4fce1064f493f253ea44fa08c49d4,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=33367648602487424392589303814982454222795308368473842216208063897927496255956,0xb00c5c0cef3420ccd0d28eb185f4698848840100,0.0003050668967,0.003374224767,0.003374224767,0,0.002426556496,3,0.005800781263
–0911,0x0a76cbbd56361fb01bd8fdd3fbe18ac7d6cdd22f48b41d3d371facb4f041154e,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=4733022598493954126095694680648460220730020984015343212252995756477133165902,0xd26ce943636ca63a1810886fd1444d3dcaf738b3,0.0009297655203,0.00364907973,0.00364907973,0,0.002151459093,3,0.005800538823
هههههه,0x1e5f1827660aef207373c329b1a50bc8329538a49e01cebb79506cf48f490671,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=13737402632748532928392837609763823501853188456517576165358957597778820793969,0xad25744f626d59079e7788617daa87e68486debe,0.0003815765791,0.003027727204,0.003027727204,0,0.002769184637,6,0.00579691184
⋅♞♛♚♞,0xb81e1f8cdcd2c1e4d210cf3e37262d20a616c687dc6bdf508e9b46bf4b518205,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=83278787303049055630860603226545025079826867485565464358010599485746996937221,0xedf81366ea195b3adc5753c385d29881b93575e1,0.0009560042361,0.003752059636,0.003752059636,0,0.002043654685,3,0.005795714322
0⋅375,0xf90feb41e6afce9dc79a40f140fd0353195cb0e3eb3d115da94cff4f9a183521,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=112654025690287185544970385052955987962310562185688956460148300848602728117537,0x533ff67d190ffd0664b6ec6b9279b7c2594ef4a3,0.0005296741988,0.003068747342,0.003068747342,0,0.002721317785,2,0.005790065127
0⋅777,0xfec205e202a8bd1a07015e626a32aed549efb1ed15f0e7bec374f5b0038c60d3,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=115230272472676389585038412863315631016950886266695298516539052496457940361427,0x533ff67d190ffd0664b6ec6b9279b7c2594ef4a3,0.0005296741988,0.003068747342,0.003068747342,0,0.002721317785,2,0.005790065127
0⋅666,0xe6de7aad785c319d56bc3de16a3526ab5085232e15ba0df1e0f1cc524f333af8,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=104425041912332553845515935534559299617322946091261462051473258063268215470840,0x533ff67d190ffd0664b6ec6b9279b7c2594ef4a3,0.0005296741988,0.003068747342,0.003068747342,0,0.002721317785,2,0.005790065127
0⋅888,0x931a55fe79b79ebd1fd9d24f001384e21d1225a5c1fd6f0b7b92f62a4be6c8b1,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=66536520274508651946389323702899384343774360233106177031606541386629723375793,0x533ff67d190ffd0664b6ec6b9279b7c2594ef4a3,0.0005296741988,0.003068747342,0.003068747342,0,0.002721317785,2,0.005790065127
0⋅222,0xcfd8ad3ae41b6ee58bc85a5728f346654dad5ceb4825eea4a2af16a4457ef98b,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=94011594212545662731002010400899030078533886359943254735037087037369725417867,0x533ff67d190ffd0664b6ec6b9279b7c2594ef4a3,0.0005296741988,0.003068747342,0.003068747342,0,0.002721317785,2,0.005790065127
0⋅333,0x9b349ab3b5d19c081c05228409087b0cdadbad8447cc7272231076fad82b72c1,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=70201435291690378488159016411962796813352283508189008139433884296398003466945,0x533ff67d190ffd0664b6ec6b9279b7c2594ef4a3,0.0005296741988,0.003068747342,0.003068747342,0,0.002721317785,2,0.005790065127
0⋅555,0x1236a2cc67e679ed2a0910fd0627caf9691f04423f157e87fbcac687a0aa6c96,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=8238164609676106396695947081069778419461963530382424832569556221808557583510,0x533ff67d190ffd0664b6ec6b9279b7c2594ef4a3,0.0005296741988,0.003068747342,0.003068747342,0,0.002721317785,2,0.005790065127
0⋅000,0xb8232ca4621350ef875e4462193dcf55968ac6dbbf37fbd7e67919d3bf30e7d0,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=83287711895187321898494589208668472430247382091462734003384675809496241596368,0x533ff67d190ffd0664b6ec6b9279b7c2594ef4a3,0.0005296741988,0.003068747342,0.003068747342,0,0.002721317785,2,0.005790065127
۰۰۰۲۵,0xb4e8d1d92a7c3319ec9e1c418f678e4e87ea7c908ccbc9d654fb1dbfbbc55d1e,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=81827669583785650079108090110549649879625496053640931199677221488861760544030,0x7a56976841cf7372a7db730d8443a9b048f46e32,0.0006866923218,0.003133033718,0.003133033718,0,0.002654148435,3,0.005787182153
——0——,0xb92929bc8c8f7d51655a4eeb7b51b033e565fd3772a494bed14d3b3105bd2c70,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=83750605772433136443721625857803672517184524745930790501903033026593385426032,0x749fbcc4462b35ffd57ac6874a7b972a03a220dc,0.0003046710456,0.003089025879,0.003089025879,0,0.002696717076,3,0.005785742955
☰0220,0x9fdd446a02474b91d9557c68bf184f007c81a02de3ce4ba55316dd03f5b34acd,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=72308688302801260889593463299431958686280074916529136713213988269392257043149,0x034963a8731216df60a4e7bc4079bd15b401eb4d,0.0004661493863,0.002744266548,0.002744266548,0,0.003041169053,3,0.005785435601
—080—,0x195b1e92e843181e71dc29e5edcf344a0c2beaf7dd4a8b41de2e053aae4e33ca,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=11468815310479162430290568361407614204074529273569226674034932902812411900874,0xa8fefe1c78a64a5af7df21cf814db34b8db24a78,0.0007047033784,0.002956514174,0.002956514174,0,0.002827176543,3,0.005783690717
bozhemoĭ,0xf7da142dfcffda369286b4770540708e9b2c7989eeb3d328824af2470fdb8172,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=112106585534956970616170357734656249191534996645066850694212776685561867633010,0x287f9b46dcea520d829c874b0af01f4fbfef9243,0.001083712826,0.003767192206,0.003767192206,0,0.002014632824,2,0.005781825029
ac·米兰,0x2ed854702b22ab44ba86e2c94263c57fbaf046c40af2354e2466156d832f44f8,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=21188612771572232556900006954658615854068480568040483368745688079403253187832,0x198e0c48d04ddb50e3d9989e24a0373244098036,0.0006744135464,0.003196895382,0.003196895382,0,0.002581432841,3,0.005778328224
↿↿0↿1,0xf54edc7458d918c00654d68387485e07989c7fccfce5a7ba3882702863a5d70b,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=110955983494859876503618916979177674046987308626785291835005702527281181087499,0x23db5f4799992ad9b1b019c81296aec5af89d384,0.0009485116922,0.00368305072,0.00368305072,0,0.002095054125,3,0.005778104845
►●───────────,0xc41c0de8ee012c999550a76cec8257a00c47a6db161c757a25599afd67ef404a,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=88702886042608950401265184875659514039843024608705702151321451683980042518602,0xd06fcd267de8c54da81ddd85d19f342d5dc0ff4d,0.0005522432256,0.003045705063,0.003312694671,0,0.002461940552,4,0.005774635222
plăţi,0xca4adce5ae9da1e5399c6a56437c395d6e7308b05bd99c9929ab3853904f7f10,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=91499466673026676553428241472261487813677952025289440573084820030540095651600,0x1f482685682b36f92a50dd18a04ef5eea3a5eb36,0.0006665498153,0.00289631765,0.00289631765,0,0.002877868015,3,0.005774185665
ббббббб,0xf6f627ede683bd58d2c2190ed9569efb786fd444708c05b49c50c0d1f0a8b099,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=111703880711309920658468091886176375109219121020639814493238377469946349793433,0xef36c0f6ae6eb329c151a2ec342933b034f2a47d,0.0006560637298,0.003150832387,0.003150832387,0,0.002623301588,3,0.005774133974
8888”,0xe3a6f8eda8a14d7bdd58ae549081b9ee60b895773eef10944862d8ae4e1248fe,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=102970031281514867204466432389788746294125987317756273464877352471410116806910,0xebad26efd8ecb4713ff0bd02aa49a0be09da01b6,0.0007672336478,0.003146520016,0.003146520016,0,0.002627373651,5,0.005773893668
◦◦◦◦◦,0x2110ed69dd8ea3ad4e90001cd210cfe893cf9b5c7a9da98a5d18ab01fb176677,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=14956232124295529269330032972500808242944926842564656674947885348458493077111,0xe20a5f1ce41c38d7e33bf60028d95401ef0941a0,0.001001432784,0.003768278,0.003768278,0,0.002004118203,3,0.005772396203
ᴠᴏʏᴀɢᴇʀ,0xe721a8ef9c457aa81b072074ea6ff0c4746994fe9f2cb21a4f65de78d7f51511,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=104543739929143036216399253540684779937020031614722727798117384515895092909329,0xbfeb44ca1bed01665c1fb9c27d61bb7381cfb3cb,0.0003120733996,0.003254479739,0.003254479739,0,0.002517230176,3,0.005771709914
۰۰٤۲۰,0x84e6e8ac37788a4ff30bfe654fd8a00291d45d147a30c91852956fe593cc74cc,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=60113276685995237259582594836539056240276846555726123442820452069445557056716,0x424a1088e10e7a1a190005f232bc46f67c63f10c,0.0006617817395,0.003220671132,0.003220671132,0,0.002550627734,3,0.005771298867
çıkış,0xe8986b01e9823a8ecc4fdb0c797ca9f09e5995817dfbb9153a1abf9346cfc136,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=105205880163574506733835252939088875189547228905690494145359111983224329322806,0x68ddaf70303e0668a6259a3ead090d0b0a779fc8,0.001118798618,0.003678932392,0.003678932392,0,0.00209223,2,0.005771162392
